epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
43,1163.17,3.81412,2.39326,1.32771,0.02124,0.02131,0.01609,0.00677,4.00488,2.51847,1.34449,0.0014456,0.0014456,0.0014456
44,1190.97,3.85582,2.37817,1.31783,0.01805,0.01803,0.01433,0.00691,3.98738,2.5061,1.32921,0.0014324,0.0014324,0.0014324
45,1218.5,3.83531,2.3756,1.31483,0.01624,0.01629,0.01332,0.0069,3.97855,2.46874,1.3363,0.0014192,0.0014192,0.0014192
46,1245.24,3.83063,2.36025,1.31561,0.01882,0.01889,0.01475,0.00693,4.02676,2.48237,1.28483,0.001406,0.001406,0.001406
47,1272.94,3.88743,2.38261,1.30976,0.01944,0.01951,0.01513,0.00655,4.02483,2.45497,1.28042,0.0013928,0.0013928,0.0013928
48,1298.91,3.82224,2.37304,1.33407,0.01638,0.01625,0.01336,0.00622,4.00737,2.47387,1.31278,0.0013796,0.0013796,0.0013796
49,1325.59,3.80659,2.3595,1.31813,0.01678,0.01681,0.01367,0.00651,4.03209,2.53101,1.2896,0.0013664,0.0013664,0.0013664
50,1351.6,3.80728,2.35652,1.31971,0.02045,0.02052,0.01566,0.0069,3.97725,2.47756,1.32198,0.0013532,0.0013532,0.0013532
51,1379.02,3.82069,2.37204,1.31684,0.0175,0.01756,0.01411,0.00686,3.9957,2.45402,1.31218,0.00134,0.00134,0.00134
52,1405.64,3.83627,2.3587,1.31036,0.01956,0.01957,0.01527,0.00733,4.00756,2.45598,1.29501,0.0013268,0.0013268,0.0013268
53,1432.12,3.82801,2.36573,1.3096,0.02162,0.0217,0.01636,0.00716,3.98041,2.46533,1.30784,0.0013136,0.0013136,0.0013136
54,1459.15,3.82843,2.36371,1.32772,0.01767,0.01773,0.01417,0.00691,3.99846,2.48289,1.29942,0.0013004,0.0013004,0.0013004
55,1485.9,3.83011,2.35411,1.29424,0.01617,0.01612,0.01333,0.00597,4.02521,2.47625,1.31424,0.0012872,0.0012872,0.0012872
56,1512.91,3.84388,2.37715,1.31235,0.02083,0.0209,0.0149,0.00617,3.99183,2.49855,1.34014,0.001274,0.001274,0.001274
57,1539.91,3.76866,2.35083,1.31522,0.01882,0.01887,0.01484,0.00658,4.00643,2.44566,1.31784,0.0012608,0.0012608,0.0012608
58,1567.55,3.83761,2.35759,1.32107,0.02073,0.0208,0.01595,0.00785,3.99822,2.44297,1.28634,0.0012476,0.0012476,0.0012476
59,1594.91,3.82111,2.34418,1.30892,0.02041,0.02047,0.01569,0.0074,3.97243,2.44936,1.32553,0.0012344,0.0012344,0.0012344
60,1621.44,3.77481,2.32473,1.29866,0.01887,0.01893,0.01478,0.00719,3.98026,2.45935,1.33404,0.0012212,0.0012212,0.0012212
61,1647.98,3.82745,2.35533,1.31318,0.02049,0.02056,0.01585,0.00828,3.99629,2.43594,1.31236,0.001208,0.001208,0.001208
62,1675.68,3.74959,2.32782,1.31576,0.02092,0.02099,0.01604,0.00711,3.97676,2.45185,1.31469,0.0011948,0.0011948,0.0011948
63,1702.35,3.8246,2.35173,1.31344,0.01944,0.01951,0.01513,0.00743,3.99491,2.46266,1.29559,0.0011816,0.0011816,0.0011816
64,1729.71,3.76711,2.35132,1.31588,0.01703,0.01709,0.0138,0.00686,4.04939,2.48434,1.27206,0.0011684,0.0011684,0.0011684
65,1756,3.77171,2.35866,1.32337,0.01609,0.01614,0.01328,0.00594,4.02068,2.47357,1.31061,0.0011552,0.0011552,0.0011552
66,1783.98,3.78314,2.33757,1.31131,0.02068,0.02069,0.01588,0.00702,3.97549,2.48491,1.31492,0.001142,0.001142,0.001142
67,1810.15,3.79277,2.34117,1.3076,0.02101,0.02103,0.01607,0.00713,3.98845,2.43281,1.326,0.0011288,0.0011288,0.0011288
68,1837.22,3.78415,2.33864,1.30807,0.02145,0.02153,0.01628,0.00724,4.01524,2.44222,1.29248,0.0011156,0.0011156,0.0011156
69,1864.46,3.76892,2.32871,1.3123,0.01842,0.01848,0.01454,0.00644,3.98019,2.46152,1.32427,0.0011024,0.0011024,0.0011024
70,1891.78,3.77157,2.31564,1.30894,0.01705,0.01711,0.01387,0.00697,4.01902,2.45166,1.27191,0.0010892,0.0010892,0.0010892
71,1918.83,3.76378,2.33136,1.30299,0.018,0.01801,0.01451,0.00668,4.00122,2.4702,1.28357,0.001076,0.001076,0.001076
72,1944.75,3.78364,2.33609,1.30846,0.02155,0.0215,0.01637,0.00849,3.97426,2.4324,1.30757,0.0010628,0.0010628,0.0010628
73,1972.03,3.79347,2.33237,1.30762,0.02248,0.02255,0.01691,0.008,4.0124,2.44766,1.29472,0.0010496,0.0010496,0.0010496
74,1998.59,3.77685,2.32135,1.31016,0.01677,0.01679,0.01373,0.00653,3.99005,2.43971,1.30257,0.0010364,0.0010364,0.0010364
75,2025.1,3.76496,2.32229,1.3036,0.02237,0.02245,0.01685,0.00753,3.98187,2.42728,1.31141,0.0010232,0.0010232,0.0010232
76,2051.82,3.76473,2.317,1.30975,0.0199,0.01996,0.01533,0.00699,3.98898,2.43223,1.31385,0.00101,0.00101,0.00101
77,2078.67,3.75387,2.30374,1.30251,0.02137,0.02144,0.01632,0.00674,3.9659,2.42862,1.357,0.0009968,0.0009968,0.0009968
78,2106.95,3.83165,2.32342,1.28933,0.02309,0.02311,0.01727,0.00757,4.02415,2.43849,1.29851,0.0009836,0.0009836,0.0009836
79,2133.54,3.77465,2.29753,1.29748,0.0181,0.01816,0.01441,0.00702,3.97245,2.44898,1.31984,0.0009704,0.0009704,0.0009704
80,2160.51,3.7543,2.29448,1.30442,0.02051,0.02054,0.01587,0.00667,3.98618,2.42503,1.31059,0.0009572,0.0009572,0.0009572
81,2231.12,3.77912,2.32927,1.30958,0.01957,0.01962,0.01531,0.00672,4.00483,2.4617,1.30199,0.000944,0.000944,0.000944
82,2258.67,3.78056,2.31287,1.30045,0.02158,0.02165,0.01638,0.00738,3.96772,2.44148,1.35986,0.0009308,0.0009308,0.0009308
83,2285.38,3.73739,2.30352,1.29895,0.02026,0.02032,0.01571,0.00723,4.00253,2.43374,1.29196,0.0009176,0.0009176,0.0009176
84,2312.08,3.71982,2.29606,1.30012,0.02084,0.0209,0.01598,0.00708,3.96799,2.44911,1.37034,0.0009044,0.0009044,0.0009044
85,2339.37,3.7032,2.2932,1.30545,0.02128,0.02135,0.01615,0.00647,4.00352,2.4446,1.30423,0.0008912,0.0008912,0.0008912
86,2366.27,3.77313,2.30826,1.3028,0.02121,0.0212,0.01618,0.00721,3.95577,2.43266,1.35022,0.000878,0.000878,0.000878
87,2392.52,3.7378,2.31509,1.29493,0.01841,0.01844,0.01471,0.00723,3.97115,2.47205,1.31845,0.0008648,0.0008648,0.0008648
88,2419.33,3.71557,2.28264,1.29871,0.02145,0.02153,0.01634,0.00709,3.9986,2.42462,1.29066,0.0008516,0.0008516,0.0008516
89,2446.34,3.75801,2.29091,1.29181,0.01566,0.01572,0.01308,0.00621,4.06026,2.47057,1.27785,0.0008384,0.0008384,0.0008384
90,2473.46,3.71122,2.2773,1.30026,0.02216,0.02217,0.01668,0.00728,3.96712,2.42362,1.34375,0.0008252,0.0008252,0.0008252
91,2500.26,3.79564,2.30866,1.28922,0.01826,0.01799,0.01453,0.00692,4.00403,2.46616,1.30527,0.000812,0.000812,0.000812
92,2527.64,3.70006,2.26656,1.30309,0.0204,0.02043,0.01573,0.00684,3.98082,2.43081,1.32706,0.0007988,0.0007988,0.0007988
93,2553.99,3.77632,2.30033,1.30267,0.02122,0.02129,0.01616,0.00765,3.97689,2.42836,1.32264,0.0007856,0.0007856,0.0007856
94,2581.48,3.78571,2.30268,1.2931,0.02011,0.02013,0.01553,0.00667,4.00515,2.43562,1.30529,0.0007724,0.0007724,0.0007724
95,2608.26,3.76684,2.28207,1.28833,0.02082,0.02045,0.0159,0.00761,3.99874,2.43806,1.31447,0.0007592,0.0007592,0.0007592
96,2634.59,3.73524,2.28034,1.30391,0.0227,0.02234,0.01703,0.00736,3.96872,2.4191,1.31811,0.000746,0.000746,0.000746
97,2661.99,3.78742,2.30632,1.29563,0.02361,0.02367,0.01756,0.00779,4.01243,2.42887,1.30227,0.0007328,0.0007328,0.0007328
98,2687.81,3.75988,2.29086,1.28734,0.01744,0.01749,0.01397,0.00752,3.97015,2.46569,1.35958,0.0007196,0.0007196,0.0007196
99,2714.31,3.69006,2.26993,1.29556,0.02181,0.02159,0.01659,0.00692,3.95815,2.43007,1.33199,0.0007064,0.0007064,0.0007064
100,2740.49,3.68176,2.25679,1.2959,0.02112,0.02116,0.01612,0.00738,3.9841,2.43652,1.32607,0.0006932,0.0006932,0.0006932
101,2767.35,3.74598,2.31631,1.28784,0.0211,0.02114,0.01611,0.00679,3.99764,2.43174,1.31999,0.00068,0.00068,0.00068
102,2795.27,3.77664,2.28351,1.29355,0.02064,0.02047,0.01594,0.00687,3.9823,2.41893,1.31395,0.0006668,0.0006668,0.0006668
103,2822.2,3.7313,2.26477,1.28392,0.01876,0.01882,0.01485,0.00663,4.07534,2.47415,1.28749,0.0006536,0.0006536,0.0006536
104,2849.29,3.69543,2.26938,1.29156,0.02132,0.02123,0.0163,0.00618,3.97829,2.41875,1.34407,0.0006404,0.0006404,0.0006404
105,2875.61,3.77876,2.29909,1.28522,0.02176,0.02142,0.01648,0.0076,3.98284,2.42107,1.3256,0.0006272,0.0006272,0.0006272
106,2902.84,3.70237,2.25526,1.29257,0.01849,0.01801,0.01466,0.00696,4.00467,2.4288,1.29315,0.000614,0.000614,0.000614
107,2929.69,3.68781,2.2578,1.28056,0.0211,0.02073,0.01607,0.00711,3.99462,2.43535,1.30585,0.0006008,0.0006008,0.0006008
108,2956.08,3.69987,2.25991,1.28412,0.0205,0.02024,0.01575,0.00691,3.99393,2.44619,1.31848,0.0005876,0.0005876,0.0005876
109,2983.63,3.74767,2.27212,1.28458,0.02171,0.02159,0.01649,0.00719,3.97994,2.43211,1.31726,0.0005744,0.0005744,0.0005744
110,3009.42,3.73838,2.27499,1.2903,0.02236,0.02163,0.01682,0.00618,3.98989,2.42215,1.316,0.0005612,0.0005612,0.0005612
111,3036.92,3.71341,2.25887,1.28759,0.02014,0.02017,0.01561,0.00696,3.97872,2.43966,1.32407,0.000548,0.000548,0.000548
112,3063.88,3.74239,2.2507,1.28636,0.02203,0.02202,0.01659,0.00747,4.0199,2.43925,1.31414,0.0005348,0.0005348,0.0005348
113,3091.01,3.8258,2.30209,1.28044,0.02171,0.02103,0.01636,0.00715,3.99904,2.43325,1.31433,0.0005216,0.0005216,0.0005216
114,3118.05,3.72383,2.25893,1.28446,0.02207,0.02176,0.01665,0.00809,3.9771,2.43933,1.33866,0.0005084,0.0005084,0.0005084
115,3144.72,3.69386,2.25474,1.2784,0.02115,0.02123,0.01614,0.0074,4.01728,2.43953,1.29551,0.0004952,0.0004952,0.0004952
116,3171.93,3.73137,2.25921,1.28375,0.02034,0.01981,0.01568,0.00686,3.9969,2.42196,1.30343,0.000482,0.000482,0.000482
117,3199.21,3.76741,2.27144,1.28138,0.02202,0.02155,0.01662,0.00765,3.97357,2.42237,1.32629,0.0004688,0.0004688,0.0004688
118,3226.23,3.67996,2.23373,1.27959,0.01932,0.01889,0.01511,0.00671,3.99716,2.42506,1.30802,0.0004556,0.0004556,0.0004556
119,3253.84,3.74051,2.25967,1.2801,0.02059,0.01996,0.01586,0.00732,3.98718,2.4182,1.30457,0.0004424,0.0004424,0.0004424
120,3279.69,3.68823,2.25094,1.28011,0.02066,0.02002,0.01593,0.00639,3.98782,2.41201,1.30596,0.0004292,0.0004292,0.0004292
121,3306.47,3.71034,2.25415,1.27962,0.02182,0.02135,0.01647,0.00716,3.99201,2.41943,1.31469,0.000416,0.000416,0.000416
122,3333.51,3.77353,2.28461,1.28357,0.02041,0.01985,0.0157,0.0069,3.98403,2.4207,1.32616,0.0004028,0.0004028,0.0004028
123,3360.01,3.65551,2.24127,1.28241,0.02096,0.0208,0.01607,0.0073,4.00313,2.42412,1.30462,0.0003896,0.0003896,0.0003896
124,3386.84,3.70313,2.25129,1.28067,0.0221,0.02168,0.01671,0.00765,3.96204,2.41926,1.33855,0.0003764,0.0003764,0.0003764
125,3412.99,3.67022,2.22146,1.28481,0.02142,0.02142,0.01631,0.0074,3.97987,2.4167,1.33009,0.0003632,0.0003632,0.0003632
126,3440.85,3.70134,2.22419,1.27552,0.02164,0.02129,0.01643,0.00728,3.96591,2.4168,1.35252,0.00035,0.00035,0.00035
127,3467.14,3.69731,2.23798,1.28154,0.02193,0.0212,0.01654,0.00749,3.98819,2.42217,1.32678,0.0003368,0.0003368,0.0003368
